date,account_id,segment,region,industry,product,channel,spend,impressions,clicks,leads,stage,opportunity_value,rep_id,cycle_days,status,renewal_flag,expansion_value
2031-09-06,A01201,SMB,NA,SaaS,Core,referral,9.8,177,0,1,SAL,7793.94,R004,43,open,0,0.0
2031-09-07,A00950,SMB,APAC,SaaS,Add-on B,events,538.89,7939,0,1,MQL,2609.99,R010,24,open,0,0.0
2031-09-08,A00569,Mid-Market,LATAM,SaaS,Core,paid_social,259.44,5088,61,7,SAL,31974.83,R006,110,open,0,0.0
2031-09-09,A01390,Mid-Market,LATAM,HealthTech,Core,paid_social,121.61,1095,13,1,SAL,29027.39,R043,83,open,0,0.0
2031-09-10,A01203,Enterprise,NA,SaaS,Core,referral,1.91,29,0,0,Proposal,121176.36,R015,107,open,0,0.0
2031-09-11,A01399,Mid-Market,APAC,SaaS,Add-on A,paid_search,245.15,2243,78,11,MQL,9157.92,R023,105,open,0,915.79
2031-09-12,A01096,Enterprise,EMEA,Ecommerce,Core,partner,29.62,400,0,0,Commit,101342.66,R026,112,open,0,20268.53
2031-09-13,A00587,SMB,APAC,AI/ML,Core,paid_social,43.85,552,6,0,SAL,9196.58,R012,57,open,0,0.0
2031-09-14,A01159,Mid-Market,EMEA,SaaS,Add-on B,outbound,312.98,5060,0,0,SQL,11742.08,R017,76,open,0,0.0
2031-09-15,A00494,Mid-Market,NA,HealthTech,Core,paid_social,280.31,4749,56,3,SQL,33546.94,R020,68,open,0,3354.69
2031-09-16,A00407,Mid-Market,NA,AI/ML,Core,partner,56.42,612,0,0,Proposal,35013.74,R001,69,open,0,0.0
2031-09-17,A00677,Enterprise,LATAM,HealthTech,Add-on B,paid_search,36.85,380,13,2,SQL,49576.74,R037,141,open,0,0.0
2031-09-18,A01453,Mid-Market,NA,SaaS,Core,paid_social,179.49,2339,28,1,MQL,32467.48,R040,88,open,0,0.0
2031-09-19,A00852,Enterprise,NA,SaaS,Core,referral,7.32,79,0,0,MQL,130228.03,R031,118,open,0,0.0
2031-09-20,A00576,Mid-Market,NA,AI/ML,Core,paid_search,716.24,11545,404,55,Closed-Won,32779.04,R020,44,closed,0,0.0
2031-09-21,A00693,SMB,NA,HealthTech,Add-on A,paid_search,99.19,1409,49,5,SAL,1802.15,R007,49,open,0,180.22
2031-09-22,A00437,Mid-Market,LATAM,SaaS,Add-on B,referral,15.9,285,0,0,Proposal,13737.79,R015,56,open,0,0.0
2031-09-23,A00988,Mid-Market,NA,AI/ML,Core,referral,1.08,21,0,0,Commit,29588.05,R020,83,open,0,0.0
2031-09-24,A00526,Enterprise,NA,AI/ML,Core,paid_search,230.75,2892,101,13,MQL,142375.59,R009,109,open,0,0.0
2031-09-25,A00832,Enterprise,APAC,Ecommerce,Core,events,453.11,8583,0,2,Commit,122404.68,R034,110,open,0,0.0
2031-09-26,A00555,SMB,EMEA,SaaS,Core,paid_search,284.79,4934,172,18,MQL,6860.97,R020,35,open,0,0.0
2031-09-27,A00481,SMB,NA,SaaS,Core,paid_search,181.13,1773,62,8,MQL,8947.42,R031,60,open,1,0.0
2031-09-28,A01455,SMB,NA,FinTech,Core,outbound,165.16,2977,0,0,SQL,8705.21,R023,18,open,0,0.0
2031-09-29,A00519,Mid-Market,NA,SaaS,Core,paid_search,279.78,3854,134,22,Proposal,34027.09,R009,86,open,0,3402.71
2031-09-30,A00106,SMB,NA,HealthTech,Add-on A,paid_social,63.7,1051,12,0,SAL,2386.96,R029,50,open,0,477.39
2031-10-01,A00568,Mid-Market,NA,FinTech,Core,paid_search,180.86,2971,103,10,MQL,35008.61,R033,73,open,0,3500.86
2031-10-02,A00798,Mid-Market,NA,Ecommerce,Core,referral,16.36,304,0,0,SQL,30978.52,R019,68,open,0,0.0
2031-10-03,A00142,Enterprise,APAC,SaaS,Core,events,121.47,2081,0,2,SQL,133980.26,R030,127,open,0,13398.03
2031-10-04,A00459,SMB,APAC,Ecommerce,Core,paid_search,119.66,2141,74,7,SQL,9371.98,R044,38,open,0,0.0
2031-10-05,A00249,Mid-Market,APAC,AI/ML,Core,partner,21.59,255,0,0,MQL,31673.22,R011,68,open,0,0.0
2031-10-06,A00751,SMB,NA,SaaS,Core,referral,31.69,623,0,0,MQL,6421.51,R040,45,open,0,1284.3
2031-10-07,A01084,Enterprise,NA,Ecommerce,Core,paid_search,120.3,1917,67,6,SAL,125245.44,R014,145,open,0,0.0
2031-10-08,A01452,SMB,LATAM,HealthTech,Core,partner,48.14,832,0,0,MQL,8744.9,R002,22,open,0,0.0
2031-10-09,A00584,SMB,APAC,SaaS,Add-on A,paid_search,164.69,3014,105,9,Proposal,1808.68,R019,52,open,1,0.0
2031-10-10,A01295,SMB,EMEA,FinTech,Add-on B,paid_social,149.37,1416,16,3,MQL,3793.48,R037,42,open,1,0.0
2031-10-11,A00322,Enterprise,NA,Ecommerce,Add-on A,paid_social,77.78,936,11,0,SAL,26011.65,R030,116,open,0,0.0
2031-10-12,A01170,SMB,NA,AI/ML,Core,paid_search,908.82,16387,573,66,Commit,8963.7,R015,22,open,0,0.0
2031-10-13,A00844,Mid-Market,EMEA,FinTech,Add-on B,outbound,23.64,450,0,0,SAL,16107.34,R042,48,open,0,0.0
2031-10-14,A01137,Mid-Market,EMEA,SaaS,Core,events,316.88,5410,0,1,Proposal,30392.38,R044,80,open,0,0.0
2031-10-15,A01133,Mid-Market,NA,FinTech,Core,referral,15.03,207,0,0,MQL,35018.81,R044,55,open,0,0.0
2031-10-16,A00799,SMB,LATAM,AI/ML,Core,paid_search,150.77,1660,58,9,SAL,6489.75,R025,60,open,0,0.0
2031-10-17,A00386,SMB,EMEA,HealthTech,Core,paid_search,80.66,1153,40,5,SQL,8454.05,R031,29,open,0,0.0
2031-10-18,A00789,SMB,EMEA,HealthTech,Core,paid_social,368.35,4702,56,2,Commit,8148.73,R024,53,open,1,0.0
2031-10-19,A01240,SMB,NA,SaaS,Core,paid_search,251.24,4679,163,15,SQL,8890.47,R019,36,open,0,2667.14
2031-10-20,A01456,Mid-Market,APAC,Ecommerce,Add-on A,partner,21.17,313,0,1,MQL,8754.47,R024,65,open,1,875.45
2031-10-21,A01391,SMB,APAC,HealthTech,Core,outbound,50.92,646,0,0,MQL,7532.43,R004,31,open,0,0.0
2031-10-22,A00273,SMB,NA,HealthTech,Add-on A,outbound,102.7,1435,0,0,Proposal,1709.34,R008,51,open,0,0.0
2031-10-23,A00896,SMB,EMEA,AI/ML,Add-on B,outbound,16.63,319,0,0,SAL,2625.37,R027,55,open,0,525.07
2031-10-24,A00157,Mid-Market,EMEA,HealthTech,Core,paid_search,401.93,6173,216,22,MQL,35403.65,R019,70,open,0,0.0
2031-10-25,A01003,SMB,APAC,AI/ML,Core,paid_search,724.79,7789,272,31,SAL,9340.43,R022,53,open,1,934.04
2031-10-26,A01488,Mid-Market,NA,HealthTech,Core,paid_social,448.65,6281,75,7,MQL,38724.07,R041,75,open,0,3872.41
2031-10-27,A00079,SMB,APAC,FinTech,Core,referral,2.79,37,0,1,MQL,7657.99,R030,24,open,0,0.0
2031-10-28,A00985,Enterprise,EMEA,AI/ML,Add-on B,paid_social,107.24,1257,15,0,Commit,57287.54,R004,125,open,0,0.0
2031-10-29,A01418,Mid-Market,NA,Ecommerce,Add-on A,paid_search,245.94,4140,144,20,SAL,7644.0,R043,70,open,0,0.0
2031-10-30,A01270,SMB,NA,Ecommerce,Add-on A,outbound,116.69,1309,0,1,MQL,2398.1,R038,10,open,0,0.0
2031-10-31,A00589,SMB,NA,FinTech,Core,paid_search,26.34,366,12,2,Commit,7136.43,R008,39,open,0,1427.29
2031-11-01,A00156,SMB,NA,Ecommerce,Add-on A,events,598.36,7953,0,1,Closed-Lost,1734.57,R038,19,closed,0,0.0
2031-11-02,A01385,SMB,EMEA,HealthTech,Add-on A,paid_search,293.93,3998,139,16,Commit,2286.67,R017,26,open,0,228.67
2031-11-03,A01382,SMB,APAC,SaaS,Core,events,1155.36,17100,0,0,SQL,7900.33,R017,41,open,0,0.0
2031-11-04,A00868,Enterprise,NA,FinTech,Core,paid_social,181.54,2940,35,0,Closed-Won,138809.16,R026,118,closed,0,0.0
2031-11-05,A01468,Mid-Market,LATAM,AI/ML,Core,referral,13.28,129,0,2,MQL,38472.56,R040,62,open,1,3847.26
2031-11-06,A00007,SMB,NA,HealthTech,Core,outbound,99.47,1139,0,0,Commit,6901.54,R016,52,open,0,0.0
2031-11-07,A00925,Mid-Market,EMEA,Ecommerce,Add-on B,paid_search,239.09,4129,144,14,MQL,11882.78,R026,73,open,1,0.0
2031-11-08,A00058,SMB,LATAM,SaaS,Core,outbound,38.52,727,0,0,MQL,7829.65,R008,38,open,0,782.97
2031-11-09,A01403,Enterprise,APAC,FinTech,Core,outbound,19.75,168,0,0,MQL,122954.15,R004,120,open,0,0.0
2031-11-10,A01020,SMB,EMEA,AI/ML,Add-on B,outbound,139.31,1237,0,0,MQL,3101.71,R027,63,open,1,0.0
2031-11-11,A01370,Mid-Market,APAC,HealthTech,Core,partner,7.22,138,0,1,Proposal,30967.84,R011,42,open,0,0.0
2031-11-12,A00844,Mid-Market,NA,AI/ML,Core,referral,6.78,66,0,0,Commit,31045.43,R002,94,open,1,0.0
2031-11-13,A00125,SMB,NA,AI/ML,Add-on B,paid_search,192.12,3794,132,12,MQL,3212.68,R001,35,open,0,321.27
2031-11-14,A00040,SMB,NA,FinTech,Add-on B,paid_social,164.42,2949,35,2,Proposal,2578.3,R017,33,open,0,0.0
2031-11-15,A00504,SMB,NA,AI/ML,Add-on A,paid_social,70.86,669,8,2,Proposal,1951.16,R011,38,open,0,0.0
2031-11-16,A01115,Enterprise,NA,Ecommerce,Core,events,414.57,3826,0,1,MQL,97594.8,R043,106,open,0,0.0
2031-11-17,A00227,Mid-Market,NA,SaaS,Add-on B,partner,12.84,253,0,0,SQL,16089.56,R022,59,open,0,1608.96
2031-11-18,A01278,Mid-Market,LATAM,SaaS,Add-on A,outbound,21.79,240,0,0,MQL,9170.39,R022,87,open,0,0.0
2031-11-19,A00359,Mid-Market,APAC,SaaS,Add-on A,paid_social,261.61,3783,45,2,MQL,7560.66,R007,77,open,0,0.0
2031-11-20,A00745,Enterprise,APAC,Ecommerce,Core,partner,55.53,601,0,0,SAL,132891.2,R005,91,open,0,0.0
2031-11-21,A00305,Mid-Market,APAC,SaaS,Core,outbound,183.05,2783,0,0,Commit,34896.63,R014,85,open,1,0.0
2031-11-22,A00699,Mid-Market,NA,FinTech,Add-on A,paid_search,253.97,4591,160,19,MQL,8787.47,R037,82,open,0,0.0
2031-11-23,A00678,Mid-Market,NA,HealthTech,Add-on B,partner,18.62,295,0,0,MQL,12634.31,R028,52,open,0,0.0
2031-11-24,A00009,SMB,EMEA,SaaS,Core,paid_social,696.89,5964,71,4,SAL,7660.02,R008,47,open,0,766.0
2031-11-25,A00852,Enterprise,EMEA,FinTech,Core,events,85.15,1289,0,0,SQL,138151.39,R002,129,open,0,0.0
2031-11-26,A01180,SMB,NA,Ecommerce,Add-on A,paid_social,395.08,6294,75,3,Commit,1717.76,R012,20,open,1,0.0
2031-11-27,A01404,SMB,EMEA,AI/ML,Core,partner,0.63,6,0,0,SAL,8395.86,R013,49,open,1,0.0
2031-11-28,A00496,Enterprise,EMEA,HealthTech,Core,paid_search,597.93,10251,358,34,Proposal,106411.17,R043,109,open,0,0.0
2031-11-29,A01320,SMB,NA,Ecommerce,Core,paid_social,497.39,7720,92,5,SQL,7823.37,R008,53,open,0,0.0
2031-11-30,A01318,SMB,NA,HealthTech,Core,outbound,28.44,230,0,0,MQL,8105.67,R035,30,open,0,0.0
2031-12-01,A01482,SMB,NA,HealthTech,Add-on A,referral,0.38,7,0,0,SAL,1697.43,R017,60,open,0,0.0
2031-12-02,A00560,Mid-Market,EMEA,HealthTech,Core,paid_search,231.17,3085,107,12,MQL,29099.14,R015,71,open,0,2909.91
2031-12-03,A01276,Enterprise,LATAM,AI/ML,Core,paid_search,692.87,7475,261,16,SQL,119234.84,R010,110,open,0,11923.48
2031-12-04,A00848,SMB,EMEA,SaaS,Add-on B,partner,19.82,179,0,0,MQL,3083.96,R029,34,open,0,0.0
2031-12-05,A00088,SMB,APAC,HealthTech,Add-on A,outbound,126.57,1581,0,0,MQL,2336.8,R031,58,open,0,0.0
2031-12-06,A00406,Mid-Market,APAC,SaaS,Core,paid_social,75.28,880,10,1,Closed-Won,37771.95,R022,64,closed,0,11331.58
2031-12-07,A01008,Enterprise,NA,AI/ML,Core,paid_social,285.05,3299,39,0,Commit,139047.0,R042,135,open,0,0.0
2031-12-08,A00241,SMB,EMEA,Ecommerce,Add-on A,paid_social,97.41,1706,20,0,SAL,2342.64,R040,48,open,0,234.26
2031-12-09,A00652,Enterprise,EMEA,SaaS,Core,outbound,137.4,2164,0,0,Proposal,96915.15,R035,99,open,0,0.0
2031-12-10,A01162,Enterprise,EMEA,Ecommerce,Core,events,452.32,4340,0,1,Closed-Lost,138233.33,R025,120,closed,0,0.0
2031-12-11,A00225,SMB,NA,HealthTech,Core,outbound,82.64,1363,0,0,MQL,9467.12,R023,45,open,0,0.0
2031-12-12,A00745,Enterprise,LATAM,SaaS,Core,paid_search,191.39,3192,111,7,SQL,117726.86,R030,98,open,0,0.0
2031-12-13,A00323,Mid-Market,LATAM,AI/ML,Add-on A,referral,0.44,6,0,1,MQL,9225.96,R026,75,open,1,0.0
2031-12-14,A00805,Mid-Market,NA,FinTech,Core,paid_search,512.05,10214,357,26,Proposal,32843.68,R007,83,open,0,0.0
2031-12-15,A00361,SMB,NA,SaaS,Core,referral,5.41,61,0,1,MQL,6715.7,R029,61,open,0,0.0
2031-12-16,A01448,Enterprise,NA,Ecommerce,Core,paid_search,192.09,1671,58,3,Proposal,108605.03,R011,136,open,1,0.0
2031-12-17,A00115,Mid-Market,APAC,FinTech,Core,paid_search,110.49,922,32,2,MQL,29127.62,R033,110,open,0,2912.76
2031-12-18,A01445,Mid-Market,EMEA,Ecommerce,Core,paid_search,555.6,6581,230,17,SAL,34815.07,R002,75,open,0,0.0
2031-12-19,A01188,Enterprise,NA,SaaS,Add-on B,paid_search,266.32,3721,130,6,Proposal,50948.87,R003,128,open,1,0.0
2031-12-20,A01283,Mid-Market,APAC,AI/ML,Core,paid_social,257.35,2300,27,1,MQL,28073.17,R026,65,open,0,8421.95
2031-12-21,A01277,Enterprise,NA,HealthTech,Core,outbound,76.86,1136,0,0,Closed-Won,106985.45,R035,148,closed,0,0.0
2031-12-22,A00282,Enterprise,EMEA,HealthTech,Core,referral,11.4,214,0,0,MQL,99540.89,R025,106,open,0,0.0
2031-12-23,A01396,SMB,NA,AI/ML,Add-on A,events,1680.57,29514,0,1,SAL,2372.59,R008,72,open,0,0.0
2031-12-24,A00891,SMB,EMEA,HealthTech,Core,events,2062.62,33145,0,2,SQL,8969.96,R014,70,open,0,897.0
2031-12-25,A01443,SMB,EMEA,SaaS,Add-on B,paid_social,53.31,849,10,1,MQL,2599.67,R020,33,open,0,0.0
2031-12-26,A01317,Enterprise,NA,HealthTech,Add-on A,referral,67.12,1125,0,0,SQL,33767.85,R011,135,open,0,0.0
2031-12-27,A00869,SMB,NA,Ecommerce,Core,paid_search,388.1,5406,189,30,SAL,9047.24,R043,51,open,0,0.0
2031-12-28,A00562,Mid-Market,LATAM,FinTech,Add-on A,paid_social,185.12,2373,28,0,SAL,9818.34,R020,68,open,0,0.0
2031-12-29,A00176,SMB,EMEA,SaaS,Core,paid_search,513.11,5992,209,30,SQL,9210.94,R040,42,open,0,0.0
2031-12-30,A00152,SMB,LATAM,SaaS,Add-on B,paid_search,176.04,1618,56,5,SAL,3159.59,R005,48,open,0,0.0
2031-12-31,A00585,Mid-Market,EMEA,AI/ML,Add-on B,events,329.74,4862,0,0,MQL,12540.72,R021,80,open,0,0.0
2032-01-01,A01216,SMB,APAC,SaaS,Core,paid_search,336.95,4606,161,18,MQL,9185.43,R038,67,open,0,0.0
2032-01-02,A00758,Enterprise,NA,HealthTech,Core,paid_search,563.78,5314,185,17,Closed-Won,136063.05,R013,128,closed,0,0.0
2032-01-03,A00723,SMB,APAC,AI/ML,Core,referral,45.25,507,0,0,SAL,7279.07,R037,33,open,0,0.0
2032-01-04,A00367,Enterprise,NA,FinTech,Core,paid_search,316.78,5526,193,13,MQL,123874.53,R034,131,open,0,0.0
2032-01-05,A00847,SMB,NA,FinTech,Add-on A,outbound,164.68,1822,0,0,MQL,2045.55,R027,18,open,0,0.0
2032-01-06,A00957,Enterprise,NA,Ecommerce,Add-on B,paid_social,658.51,8632,103,8,Proposal,47760.55,R002,114,open,0,0.0
2032-01-07,A01473,Mid-Market,NA,Ecommerce,Core,referral,9.67,96,0,0,SAL,36520.57,R040,70,open,0,0.0
2032-01-08,A01094,SMB,LATAM,SaaS,Add-on A,outbound,53.01,532,0,0,MQL,1667.18,R021,54,open,0,0.0
2032-01-09,A00911,SMB,LATAM,HealthTech,Add-on A,paid_search,199.55,3407,119,11,Commit,1963.72,R027,71,open,1,0.0
2032-01-10,A01365,SMB,APAC,SaaS,Core,referral,5.92,52,0,2,Closed-Won,7295.59,R031,48,closed,0,729.56
2032-01-11,A00638,Mid-Market,NA,FinTech,Core,paid_social,568.5,6492,77,0,Commit,28033.22,R022,69,open,0,5606.64
2032-01-12,A01402,Enterprise,APAC,FinTech,Add-on A,paid_social,901.09,17814,213,9,SAL,30230.1,R008,109,open,0,0.0
2032-01-13,A00555,SMB,APAC,AI/ML,Add-on A,outbound,29.05,398,0,1,MQL,1891.76,R027,57,open,0,378.35
2032-01-14,A00192,SMB,NA,AI/ML,Add-on B,outbound,222.1,3392,0,0,MQL,3111.98,R027,42,open,0,0.0
2032-01-15,A00627,Mid-Market,EMEA,Ecommerce,Core,paid_social,333.72,5235,62,2,MQL,29558.91,R004,67,open,0,0.0
2032-01-16,A00194,Mid-Market,EMEA,Ecommerce,Core,paid_social,32.0,331,3,0,SQL,35078.69,R009,89,open,0,0.0
2032-01-17,A00178,Mid-Market,NA,SaaS,Core,paid_search,654.49,8136,284,24,MQL,31781.76,R010,92,open,0,0.0
2032-01-18,A01321,Mid-Market,EMEA,SaaS,Core,events,2619.85,33556,0,1,SAL,28008.15,R016,60,open,0,2800.81
2032-01-19,A01192,Mid-Market,APAC,Ecommerce,Core,partner,15.57,167,0,1,SAL,38920.15,R025,52,open,0,0.0
2032-01-20,A00332,Enterprise,NA,HealthTech,Add-on B,paid_social,467.41,5051,60,2,SQL,50454.5,R027,118,open,0,5045.45
2032-01-21,A01256,SMB,NA,HealthTech,Core,partner,65.03,994,0,1,MQL,8089.33,R005,27,open,1,0.0
2032-01-22,A00104,SMB,EMEA,Ecommerce,Add-on A,paid_search,221.39,2059,72,10,Commit,2097.65,R038,25,open,0,0.0
2032-01-23,A00427,SMB,APAC,FinTech,Core,outbound,5.64,53,0,0,SAL,7435.73,R036,29,open,0,0.0
2032-01-24,A01059,Mid-Market,LATAM,Ecommerce,Core,partner,100.16,1490,0,0,SAL,29722.51,R005,90,open,0,0.0
2032-01-25,A00456,SMB,APAC,Ecommerce,Add-on A,outbound,117.2,1569,0,0,Closed-Won,1885.54,R008,54,closed,0,0.0
2032-01-26,A01096,Enterprise,EMEA,FinTech,Add-on A,paid_search,253.76,3893,136,10,MQL,33466.54,R037,156,open,0,0.0
2032-01-27,A01311,Mid-Market,EMEA,Ecommerce,Core,paid_social,613.16,5103,61,1,Commit,36515.72,R019,65,open,0,0.0
2032-01-28,A00100,Mid-Market,EMEA,SaaS,Add-on B,paid_search,155.86,2565,89,9,Proposal,15630.96,R020,94,open,1,1563.1
2032-01-29,A00036,Mid-Market,EMEA,FinTech,Core,outbound,206.41,3756,0,0,Closed-Lost,40631.94,R022,82,closed,0,0.0
2032-01-30,A01410,SMB,NA,Ecommerce,Core,partner,10.58,151,0,0,MQL,7198.9,R044,36,open,1,0.0
2032-01-31,A00781,Enterprise,EMEA,AI/ML,Core,paid_social,72.58,1313,15,0,MQL,139892.54,R007,117,open,0,0.0
2032-02-01,A00760,SMB,APAC,SaaS,Add-on A,paid_search,645.33,8257,288,38,MQL,2130.08,R042,36,open,0,0.0
2032-02-02,A00696,Mid-Market,EMEA,Ecommerce,Core,paid_search,111.08,993,34,5,Proposal,35850.89,R011,78,open,0,0.0
2032-02-03,A00650,Enterprise,APAC,HealthTech,Add-on A,events,978.99,12267,0,0,MQL,30038.51,R040,134,open,1,0.0
2032-02-04,A01035,Mid-Market,EMEA,Ecommerce,Core,events,242.03,3232,0,0,MQL,34562.08,R022,69,open,0,0.0
2032-02-05,A00870,Enterprise,NA,Ecommerce,Core,paid_search,515.26,9473,331,23,Closed-Lost,99547.1,R034,132,closed,0,0.0
2032-02-06,A00245,SMB,NA,SaaS,Add-on B,outbound,116.79,1403,0,1,SAL,2629.94,R005,64,open,0,0.0
2032-02-07,A00940,Enterprise,NA,Ecommerce,Core,paid_search,352.24,4149,145,13,MQL,111886.81,R017,142,open,1,22377.36
2032-02-08,A01002,Mid-Market,NA,FinTech,Core,outbound,136.25,2541,0,0,Proposal,30849.77,R009,57,open,1,0.0
2032-02-09,A00171,Mid-Market,EMEA,SaaS,Core,paid_social,90.09,992,11,0,MQL,29212.56,R026,74,open,0,8763.77
2032-02-10,A00565,SMB,NA,HealthTech,Core,paid_search,142.6,2240,78,4,SAL,6478.2,R002,55,open,0,0.0
2032-02-11,A01185,SMB,NA,SaaS,Core,outbound,130.73,1558,0,1,MQL,9530.84,R017,28,open,0,0.0
2032-02-12,A00928,Mid-Market,NA,Ecommerce,Core,outbound,25.62,497,0,1,SAL,30969.32,R023,55,open,0,0.0
2032-02-13,A00205,SMB,APAC,HealthTech,Core,paid_social,360.45,3703,44,4,MQL,9551.01,R022,44,open,0,955.1
2032-02-14,A00061,Mid-Market,APAC,HealthTech,Core,outbound,93.22,1555,0,0,Proposal,35623.02,R037,68,open,0,7124.6
2032-02-15,A00872,Enterprise,NA,SaaS,Core,events,913.39,13336,0,0,MQL,105207.96,R027,117,open,0,0.0
2032-02-16,A00693,Enterprise,NA,Ecommerce,Core,paid_social,233.65,4613,55,3,MQL,102974.45,R036,112,open,0,0.0
2032-02-17,A01441,SMB,NA,SaaS,Core,partner,36.6,729,0,0,Closed-Lost,7042.57,R023,77,closed,0,0.0
2032-02-18,A00783,Enterprise,NA,FinTech,Core,partner,2.41,42,0,0,Proposal,113461.34,R016,113,open,0,0.0
2032-02-19,A01397,SMB,NA,FinTech,Add-on A,paid_search,293.23,2709,94,6,SAL,1763.99,R013,53,open,0,0.0
2032-02-20,A00322,Mid-Market,NA,Ecommerce,Core,partner,59.29,807,0,0,Closed-Won,39592.3,R031,82,closed,0,0.0
2032-02-21,A00671,Enterprise,NA,HealthTech,Core,outbound,254.13,4638,0,0,MQL,113617.54,R041,94,open,0,0.0
2032-02-22,A00210,SMB,LATAM,AI/ML,Core,paid_search,145.51,2278,79,6,SAL,8086.22,R044,66,open,1,0.0
2032-02-23,A00861,SMB,EMEA,AI/ML,Core,events,164.68,3054,0,2,Closed-Won,8003.94,R011,54,closed,0,1600.79
2032-02-24,A00283,SMB,APAC,Ecommerce,Core,paid_search,187.72,3302,115,15,SAL,8510.52,R019,47,open,0,0.0
2032-02-25,A00738,Mid-Market,NA,SaaS,Add-on A,events,322.81,3794,0,0,MQL,10490.91,R028,90,open,0,0.0
2032-02-26,A00516,Enterprise,NA,Ecommerce,Core,partner,10.24,105,0,0,Proposal,117291.02,R041,119,open,0,11729.1
2032-02-27,A00279,SMB,LATAM,FinTech,Core,paid_social,560.41,6652,79,9,MQL,7432.48,R014,58,open,0,0.0
2032-02-28,A00146,SMB,NA,AI/ML,Add-on B,events,198.29,3242,0,0,MQL,3806.82,R035,16,open,0,0.0
2032-02-29,A00768,Mid-Market,EMEA,AI/ML,Core,paid_search,249.71,3439,120,13,SQL,41966.72,R037,87,open,0,4196.67
2032-03-01,A01421,SMB,LATAM,SaaS,Add-on B,events,1374.22,11716,0,1,MQL,3559.59,R008,47,open,0,0.0
2032-03-02,A00298,Mid-Market,EMEA,SaaS,Add-on A,referral,11.66,197,0,0,MQL,9791.84,R014,77,open,0,0.0
2032-03-03,A00608,Enterprise,NA,Ecommerce,Core,paid_search,71.1,606,21,2,MQL,115551.56,R020,107,open,0,11555.16
2032-03-04,A00337,Mid-Market,EMEA,SaaS,Core,events,503.85,6505,0,0,MQL,35544.63,R038,71,open,0,3554.46
2032-03-05,A01213,Enterprise,NA,AI/ML,Core,paid_social,269.14,3646,43,2,SAL,112886.93,R041,116,open,0,0.0
2032-03-06,A00622,Mid-Market,NA,HealthTech,Add-on B,outbound,76.13,1068,0,1,SQL,14665.57,R008,57,open,0,0.0
2032-03-07,A01461,Enterprise,NA,HealthTech,Core,outbound,106.66,1031,0,0,SAL,135635.5,R008,125,open,1,0.0
2032-03-08,A00368,SMB,APAC,AI/ML,Add-on B,outbound,84.46,1433,0,0,SQL,3038.8,R017,68,open,1,607.76
2032-03-09,A00122,SMB,EMEA,FinTech,Core,paid_social,507.52,9232,110,11,MQL,8112.62,R003,23,open,1,811.26
2032-03-10,A00874,Mid-Market,NA,HealthTech,Core,events,2338.63,38294,0,0,MQL,38849.58,R023,82,open,0,0.0
2032-03-11,A00977,SMB,NA,AI/ML,Core,outbound,108.62,2108,0,0,Closed-Won,7068.36,R012,38,closed,0,0.0
2032-03-12,A01486,Enterprise,EMEA,SaaS,Core,outbound,130.9,1451,0,1,SAL,125297.62,R018,111,open,0,25059.52
2032-03-13,A01307,Mid-Market,LATAM,SaaS,Core,events,986.64,9796,0,0,MQL,38860.61,R001,76,open,0,0.0
2032-03-14,A01326,Enterprise,NA,SaaS,Add-on B,referral,14.66,129,0,1,Closed-Lost,39401.24,R011,121,closed,0,3940.12
2032-03-15,A00951,SMB,NA,FinTech,Core,paid_search,566.76,9441,330,51,SAL,7211.88,R006,47,open,0,0.0
2032-03-16,A00540,Mid-Market,APAC,SaaS,Add-on B,paid_search,92.44,919,32,2,SAL,11341.44,R010,58,open,0,0.0
2032-03-17,A00644,Mid-Market,APAC,SaaS,Add-on B,partner,27.79,535,0,0,MQL,11235.91,R019,91,open,0,0.0
2032-03-18,A00201,SMB,LATAM,AI/ML,Core,paid_search,178.58,2710,94,5,SQL,7928.37,R011,46,open,0,0.0
2032-03-19,A00647,Mid-Market,NA,HealthTech,Core,partner,3.53,62,0,0,MQL,37809.44,R034,83,open,0,0.0
2032-03-20,A00547,Mid-Market,NA,FinTech,Core,outbound,179.4,2371,0,0,SQL,33362.55,R020,93,open,1,3336.26
2032-03-21,A00054,Enterprise,NA,HealthTech,Core,partner,1.52,25,0,0,Proposal,125812.2,R010,91,open,0,0.0
2032-03-22,A00307,Mid-Market,NA,AI/ML,Add-on B,events,594.79,7924,0,0,SQL,12272.33,R028,84,open,0,2454.47
2032-03-23,A00802,SMB,APAC,HealthTech,Add-on B,referral,13.96,201,0,1,MQL,3630.62,R038,42,open,0,0.0
2032-03-24,A00554,Mid-Market,NA,HealthTech,Add-on B,outbound,57.54,994,0,0,MQL,13230.51,R022,90,open,0,1323.05
2032-03-25,A01490,Mid-Market,EMEA,AI/ML,Core,events,409.12,4442,0,0,Proposal,37900.9,R044,62,open,0,0.0
2032-03-26,A00718,SMB,LATAM,SaaS,Core,paid_social,405.36,7545,90,5,Commit,6815.81,R016,59,open,0,681.58
2032-03-27,A01438,SMB,LATAM,HealthTech,Core,paid_search,431.94,7168,250,34,MQL,9017.95,R021,29,open,0,901.79
2032-03-28,A00991,SMB,EMEA,Ecommerce,Add-on B,paid_search,232.59,3944,138,14,MQL,3223.12,R019,51,open,0,322.31
2032-03-29,A00061,SMB,LATAM,HealthTech,Core,partner,12.9,140,0,2,SQL,9504.86,R044,49,open,0,0.0
